"Institution code (UKPRN)","Institution name","Institution sort order","Main panel","Unit of assessment number","Unit of assessment name","Multiple submission letter","Multiple submission name","Joint submission","Profile","FTE Category A staff submitted","4*","3*","2*","1*","unclassified"
"10007848","University of Chester","280","C","17","Geography, Environmental Studies and Archaeology","A","Geography and Development Studies","","Outputs","9.60","10.8","16.2","35.2","32.4","5.4"
